FileOrder,ModelName,ModelPath,PatternType,SpeciesG_PD_Vertices,SpeciesG_PD_Edges,SpeciesG_PD_InDegreeMIN,SpeciesG_PD_InDegreeMEAN,SpeciesG_PD_InDegreeMAX,SpeciesG_PD_InDegreeSUM,SpeciesG_PD_OutDegreeMIN,SpeciesG_PD_OutDegreeMEAN,SpeciesG_PD_OutDegreeMAX,SpeciesG_PD_OutDegreeSUM,SpeciesG_PD_TotalDegreeMIN,SpeciesG_PD_TotalDegreeMEAN,SpeciesG_PD_TotalDegreeMAX,SpeciesG_PD_TotalDegreeSUM,SpeciesG_PD_Density,SpeciesG_PD_Reciprocity,SpeciesG_PD_WeakComponents,SpeciesG_PUD_UNDIRECTEDBiconnectedComponents,SpeciesG_PUD_UNDIRECTEDArticulationPoints,ReactionG_PD_Vertices,ReactionG_PD_Edges,ReactionG_PD_InDegreeMIN,ReactionG_PD_InDegreeMEAN,ReactionG_PD_InDegreeMAX,ReactionG_PD_InDegreeSUM,ReactionG_PD_OutDegreeMIN,ReactionG_PD_OutDegreeMEAN,ReactionG_PD_OutDegreeMAX,ReactionG_PD_OutDegreeSUM,ReactionG_PD_TotalDegreeMIN,ReactionG_PD_TotalDegreeMEAN,ReactionG_PD_TotalDegreeMAX,ReactionG_PD_TotalDegreeSUM,ReactionG_PD_Density,ReactionG_PD_Reciprocity,ReactionG_PD_WeakComponents,ReactionG_PUD_UNDIRECTEDBiconnectedComponents,ReactionG_PUD_UNDIRECTEDArticulationPoints,NG_NumOfConstantSpecies,NG_NumOfNONConstantSpecies,NG_Species_X_Reactions,NG_UpdatesMIN,NG_UpdatesMEAN,NG_UpdatesMAX,NG_UpdatesSUM
191,191_BIOMD0000000050.xml.ssa,./models/sbml/test/all/191_BIOMD0000000050.xml.ssa.sbml,WithProbWEAK_UNTIL,261,139,27228,27228,27228,27228,27228,27228,27228,27228,27228,27228,27228,27228,673,13316,29138,403609,381517,227,86,24932,24932,24932,24932,24932,24932,24932,24932,24932,24932,24932,24932,573,27017,40802,207582,196694,10880,10880,2990,26949,26949,26949,26949
192,189_BIOMD0000000364.xml.ssa,./models/sbml/test/all/189_BIOMD0000000364.xml.ssa.sbml,WithProbWEAK_UNTIL,461,163,19760,19760,19760,19760,19760,19760,19760,19760,19760,19760,19760,19760,725,17057,32285,179149,167183,233,161,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,471,68134,50588,253668,240321,9941,9941,3236,26862,26862,26862,26862
193,190_MODEL8938094216.xml.ssa,./models/sbml/test/all/190_MODEL8938094216.xml.ssa.sbml,WithProbWEAK_UNTIL,689,190,36437,36437,36437,36437,36437,36437,36437,36437,36437,36437,36437,36437,2121,18904,65192,508655,454078,290,188,29659,29659,29659,29659,29659,29659,29659,29659,29659,29659,29659,29659,1389,38598,43857,107088,98770,10200,10200,3362,25467,25467,25467,25467
194,195_BIOMD0000000229.xml.ssa,./models/sbml/test/all/195_BIOMD0000000229.xml.ssa.sbml,WithProbWEAK_UNTIL,351,209,36268,36268,36268,36268,36268,36268,36268,36268,36268,36268,36268,36268,1207,10096,36275,185300,169006,268,130,18352,18352,18352,18352,18352,18352,18352,18352,18352,18352,18352,18352,873,11556,21109,67513,59406,20628,20628,4020,48855,48855,48855,48855
195,193_BIOMD0000000215.xml.ssa,./models/sbml/test/all/193_BIOMD0000000215.xml.ssa.sbml,WithProbWEAK_UNTIL,410,184,44975,44975,44975,44975,44975,44975,44975,44975,44975,44975,44975,44975,972,9849,59534,195316,175779,276,125,19532,19532,19532,19532,19532,19532,19532,19532,19532,19532,19532,19532,725,12257,29658,66299,58887,19577,19577,4243,39811,39811,39811,39811
196,188_BIOMD0000000216.xml.ssa,./models/sbml/test/all/188_BIOMD0000000216.xml.ssa.sbml,WithProbWEAK_UNTIL,339,351,19956,19956,19956,19956,19956,19956,19956,19956,19956,19956,19956,19956,631,11361,29777,170643,155315,300,118,22729,22729,22729,22729,22729,22729,22729,22729,22729,22729,22729,22729,590,40981,30352,96411,88423,8328,8328,3382,25214,25214,25214,25214
197,196_BIOMD0000000002.xml.ssa,./models/sbml/test/all/196_BIOMD0000000002.xml.ssa.sbml,WithProbWEAK_UNTIL,453,169,31822,31822,31822,31822,31822,31822,31822,31822,31822,31822,31822,31822,1437,17295,60898,190900,175513,225,136,25325,25325,25325,25325,25325,25325,25325,25325,25325,25325,25325,25325,942,53810,35352,298596,286748,12061,12061,3717,27344,27344,27344,27344
198,197_BIOMD0000000202.xml.ssa,./models/sbml/test/all/197_BIOMD0000000202.xml.ssa.sbml,WithProbWEAK_UNTIL,253,140,18207,18207,18207,18207,18207,18207,18207,18207,18207,18207,18207,18207,1034,10639,34202,350196,311425,183,73,19375,19375,19375,19375,19375,19375,19375,19375,19375,19375,19375,19375,565,15686,23745,64045,57182,10692,10692,3179,22328,22328,22328,22328
199,200_BIOMD0000000046.xml.ssa,./models/sbml/test/all/200_BIOMD0000000046.xml.ssa.sbml,WithProbWEAK_UNTIL,428,170,21477,21477,21477,21477,21477,21477,21477,21477,21477,21477,21477,21477,518,21546,38806,623413,594465,265,179,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,859,59990,33102,243189,217431,9595,9595,3260,26775,26775,26775,26775
200,201_MODEL1101180000.xml.ssa,./models/sbml/test/all/201_MODEL1101180000.xml.ssa.sbml,WithProbWEAK_UNTIL,236,172,26194,26194,26194,26194,26194,26194,26194,26194,26194,26194,26194,26194,1368,18828,45042,191499,175012,210,67,13940,13940,13940,13940,13940,13940,13940,13940,13940,13940,13940,13940,510,16786,21827,77364,69624,10225,10225,3206,24648,24648,24648,24648
201,199_BIOMD0000000065.xml.ssa,./models/sbml/test/all/199_BIOMD0000000065.xml.ssa.sbml,WithProbWEAK_UNTIL,237,242,30744,30744,30744,30744,30744,30744,30744,30744,30744,30744,30744,30744,2095,14118,276636,317681,291977,202,133,17381,17381,17381,17381,17381,17381,17381,17381,17381,17381,17381,17381,845,17077,30132,219396,202955,11070,11070,3868,24473,24473,24473,24473
202,202_BIOMD0000000099.xml.ssa,./models/sbml/test/all/202_BIOMD0000000099.xml.ssa.sbml,WithProbWEAK_UNTIL,335,142,20830,20830,20830,20830,20830,20830,20830,20830,20830,20830,20830,20830,1425,9826,34362,173580,157832,194,81,17436,17436,17436,17436,17436,17436,17436,17436,17436,17436,17436,17436,648,10535,18599,41446,35045,11127,11127,3247,21638,21638,21638,21638
203,203_BIOMD0000000264.xml.ssa,./models/sbml/test/all/203_BIOMD0000000264.xml.ssa.sbml,WithProbWEAK_UNTIL,270,179,35362,35362,35362,35362,35362,35362,35362,35362,35362,35362,35362,35362,1517,14547,44116,883254,821725,264,117,24188,24188,24188,24188,24188,24188,24188,24188,24188,24188,24188,24188,805,35614,39277,290482,274724,15340,15340,3668,25627,25627,25627,25627
204,205_BIOMD0000000017.xml.ssa,./models/sbml/test/all/205_BIOMD0000000017.xml.ssa.sbml,WithProbWEAK_UNTIL,322,158,23573,23573,23573,23573,23573,23573,23573,23573,23573,23573,23573,23573,1227,23832,38342,483141,458208,318,149,23846,23846,23846,23846,23846,23846,23846,23846,23846,23846,23846,23846,746,55358,31303,225028,213488,13150,13150,3324,27127,27127,27127,27127
205,206_BIOMD0000000189.xml.ssa,./models/sbml/test/all/206_BIOMD0000000189.xml.ssa.sbml,WithProbWEAK_UNTIL,933,177,62590,62590,62590,62590,62590,62590,62590,62590,62590,62590,62590,62590,1541,19464,44389,775645,729076,270,130,23560,23560,23560,23560,23560,23560,23560,23560,23560,23560,23560,23560,811,44355,27766,370034,349601,12507,12507,3580,25808,25808,25808,25808
206,204_BIOMD0000000212.xml.ssa,./models/sbml/test/all/204_BIOMD0000000212.xml.ssa.sbml,WithProbWEAK_UNTIL,398,189,48778,48778,48778,48778,48778,48778,48778,48778,48778,48778,48778,48778,1249,13538,35883,1068975,986782,438,194,28794,28794,28794,28794,28794,28794,28794,28794,28794,28794,28794,28794,1553,30303,42035,609748,578074,10797,10797,3351,25962,25962,25962,25962
207,207_MODEL4780784080.xml.ssa,./models/sbml/test/all/207_MODEL4780784080.xml.ssa.sbml,WithProbWEAK_UNTIL,432,180,22838,22838,22838,22838,22838,22838,22838,22838,22838,22838,22838,22838,9160,14254,31480,812856,759715,287,128,16990,16990,16990,16990,16990,16990,16990,16990,16990,16990,16990,16990,426,17604,19476,300660,282027,15685,15685,3903,33877,33877,33877,33877
208,209_BIOMD0000000301.xml.ssa,./models/sbml/test/all/209_BIOMD0000000301.xml.ssa.sbml,WithProbWEAK_UNTIL,367,369,27102,27102,27102,27102,27102,27102,27102,27102,27102,27102,27102,27102,1090,10091,47482,85328,74379,336,121,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,823,10222,21954,7656,6754,15198,15198,5633,26027,26027,26027,26027
209,208_BIOMD0000000170.xml.ssa,./models/sbml/test/all/208_BIOMD0000000170.xml.ssa.sbml,WithProbWEAK_UNTIL,440,173,31905,31905,31905,31905,31905,31905,31905,31905,31905,31905,31905,31905,5831,12099,43816,202753,162761,253,119,23127,23127,23127,23127,23127,23127,23127,23127,23127,23127,23127,23127,653,20986,27930,49893,42579,11336,11336,3437,26006,26006,26006,26006
210,212_BIOMD0000000081.xml.ssa,./models/sbml/test/all/212_BIOMD0000000081.xml.ssa.sbml,WithProbWEAK_UNTIL,514,161,25547,25547,25547,25547,25547,25547,25547,25547,25547,25547,25547,25547,1448,15332,37816,502968,458525,356,123,21580,21580,21580,21580,21580,21580,21580,21580,21580,21580,21580,21580,489,29099,23979,267542,249316,10961,10961,3454,31767,31767,31767,31767
211,216_MODEL6623617994.xml.ssa,./models/sbml/test/all/216_MODEL6623617994.xml.ssa.sbml,WithProbWEAK_UNTIL,292,136,21656,21656,21656,21656,21656,21656,21656,21656,21656,21656,21656,21656,1088,20730,42627,595357,563899,208,132,17679,17679,17679,17679,17679,17679,17679,17679,17679,17679,17679,17679,461,41591,31920,375673,358617,13339,13339,3359,30218,30218,30218,30218
212,210_BIOMD0000000318.xml.ssa,./models/sbml/test/all/210_BIOMD0000000318.xml.ssa.sbml,WithProbWEAK_UNTIL,286,177,24830,24830,24830,24830,24830,24830,24830,24830,24830,24830,24830,24830,1664,15480,43652,187469,168757,258,333,34068,34068,34068,34068,34068,34068,34068,34068,34068,34068,34068,34068,1853,28613,46046,206935,177327,25489,25489,8571,84377,84377,84377,84377
213,213_BIOMD0000000313.xml.ssa,./models/sbml/test/all/213_BIOMD0000000313.xml.ssa.sbml,WithProbWEAK_UNTIL,290,158,20483,20483,20483,20483,20483,20483,20483,20483,20483,20483,20483,20483,1403,10832,41924,562383,513777,453,153,23342,23342,23342,23342,23342,23342,23342,23342,23342,23342,23342,23342,1094,24824,44818,461881,436439,21216,21216,4491,44442,44442,44442,44442
214,214_MODEL1004070001.xml.ssa,./models/sbml/test/all/214_MODEL1004070001.xml.ssa.sbml,WithProbWEAK_UNTIL,314,158,22960,22960,22960,22960,22960,22960,22960,22960,22960,22960,22960,22960,1041,19130,38648,1087151,1022950,298,130,22733,22733,22733,22733,22733,22733,22733,22733,22733,22733,22733,22733,721,32332,35333,299814,284121,31221,31221,3941,52296,52296,52296,52296
215,211_BIOMD0000000059.xml.ssa,./models/sbml/test/all/211_BIOMD0000000059.xml.ssa.sbml,WithProbWEAK_UNTIL,341,195,23521,23521,23521,23521,23521,23521,23521,23521,23521,23521,23521,23521,960,10286,34357,250588,222298,270,124,23481,23481,23481,23481,23481,23481,23481,23481,23481,23481,23481,23481,579,29224,83990,174021,158007,47096,47096,4791,60729,60729,60729,60729
216,215_BIOMD0000000181.xml.ssa,./models/sbml/test/all/215_BIOMD0000000181.xml.ssa.sbml,WithProbWEAK_UNTIL,342,147,18991,18991,18991,18991,18991,18991,18991,18991,18991,18991,18991,18991,1578,9632,40300,218856,203059,207,132,20910,20910,20910,20910,20910,20910,20910,20910,20910,20910,20910,20910,924,20899,90223,99367,88278,14364,14364,4984,61610,61610,61610,61610
217,217_BIOMD0000000028.xml.ssa,./models/sbml/test/all/217_BIOMD0000000028.xml.ssa.sbml,WithProbWEAK_UNTIL,441,156,22694,22694,22694,22694,22694,22694,22694,22694,22694,22694,22694,22694,739,19743,31267,235737,218995,259,117,25745,25745,25745,25745,25745,25745,25745,25745,25745,25745,25745,25745,538,38042,27467,267516,256698,8396,8396,3608,28223,28223,28223,28223
218,219_BIOMD0000000217.xml.ssa,./models/sbml/test/all/219_BIOMD0000000217.xml.ssa.sbml,WithProbWEAK_UNTIL,334,171,26529,26529,26529,26529,26529,26529,26529,26529,26529,26529,26529,26529,1010,25557,37760,125543,112130,265,123,22413,22413,22413,22413,22413,22413,22413,22413,22413,22413,22413,22413,470,26146,23250,118512,109299,9194,9194,4061,28363,28363,28363,28363
219,218_BIOMD0000000179.xml.ssa,./models/sbml/test/all/218_BIOMD0000000179.xml.ssa.sbml,WithProbWEAK_UNTIL,332,181,24583,24583,24583,24583,24583,24583,24583,24583,24583,24583,24583,24583,1516,14653,35690,196503,179967,247,139,27904,27904,27904,27904,27904,27904,27904,27904,27904,27904,27904,27904,717,15073,19930,49660,42468,17401,17401,4803,42681,42681,42681,42681
220,220_MODEL6185746832.xml.ssa,./models/sbml/test/all/220_MODEL6185746832.xml.ssa.sbml,WithProbWEAK_UNTIL,360,168,22638,22638,22638,22638,22638,22638,22638,22638,22638,22638,22638,22638,813,40385,34709,493032,461739,304,162,29844,29844,29844,29844,29844,29844,29844,29844,29844,29844,29844,29844,1059,43177,33672,340561,324049,8111,8111,3896,43710,43710,43710,43710
221,224_BIOMD0000000064.xml.ssa,./models/sbml/test/all/224_BIOMD0000000064.xml.ssa.sbml,WithProbWEAK_UNTIL,292,138,22916,22916,22916,22916,22916,22916,22916,22916,22916,22916,22916,22916,1246,21502,41371,648000,612646,202,164,18185,18185,18185,18185,18185,18185,18185,18185,18185,18185,18185,18185,581,46189,32924,402294,382343,10107,10107,4075,31581,31581,31581,31581
222,221_MODEL0911120000.xml.ssa,./models/sbml/test/all/221_MODEL0911120000.xml.ssa.sbml,WithProbWEAK_UNTIL,385,171,28452,28452,28452,28452,28452,28452,28452,28452,28452,28452,28452,28452,2364,19130,45181,271547,246615,324,172,27555,27555,27555,27555,27555,27555,27555,27555,27555,27555,27555,27555,708,36940,46058,71701,62263,9858,9858,4269,27742,27742,27742,27742
223,222_BIOMD0000000122.xml.ssa,./models/sbml/test/all/222_BIOMD0000000122.xml.ssa.sbml,WithProbWEAK_UNTIL,285,123,18040,18040,18040,18040,18040,18040,18040,18040,18040,18040,18040,18040,820,16866,53360,207706,193667,204,85,17111,17111,17111,17111,17111,17111,17111,17111,17111,17111,17111,17111,592,29271,27338,216219,205139,6856,6856,3898,28009,28009,28009,28009
224,223_BIOMD0000000123.xml.ssa,./models/sbml/test/all/223_BIOMD0000000123.xml.ssa.sbml,WithProbWEAK_UNTIL,316,199,26661,26661,26661,26661,26661,26661,26661,26661,26661,26661,26661,26661,1243,17764,30876,202528,188068,267,125,24503,24503,24503,24503,24503,24503,24503,24503,24503,24503,24503,24503,515,28380,25096,268945,255441,12011,12011,4742,60937,60937,60937,60937
225,226_BIOMD0000000085.xml.ssa,./models/sbml/test/all/226_BIOMD0000000085.xml.ssa.sbml,WithProbWEAK_UNTIL,401,196,24498,24498,24498,24498,24498,24498,24498,24498,24498,24498,24498,24498,1406,18726,34508,236718,222140,255,164,27925,27925,27925,27925,27925,27925,27925,27925,27925,27925,27925,27925,658,33812,27221,280327,269015,9519,9519,4058,31628,31628,31628,31628
226,225_BIOMD0000000249.xml.ssa,./models/sbml/test/all/225_BIOMD0000000249.xml.ssa.sbml,WithProbWEAK_UNTIL,576,170,25255,25255,25255,25255,25255,25255,25255,25255,25255,25255,25255,25255,2024,16076,42509,1019351,945186,364,231,50434,50434,50434,50434,50434,50434,50434,50434,50434,50434,50434,50434,1862,53007,62789,337819,321967,8872,8872,4414,34183,34183,34183,34183
227,227_BIOMD0000000108.xml.ssa,./models/sbml/test/all/227_BIOMD0000000108.xml.ssa.sbml,WithProbWEAK_UNTIL,481,222,28625,28625,28625,28625,28625,28625,28625,28625,28625,28625,28625,28625,1453,22735,44033,1255343,1200031,316,167,33555,33555,33555,33555,33555,33555,33555,33555,33555,33555,33555,33555,1039,60247,56697,438057,418037,12840,12840,4537,66269,66269,66269,66269
228,230_BIOMD0000000137.xml.ssa,./models/sbml/test/all/230_BIOMD0000000137.xml.ssa.sbml,WithProbWEAK_UNTIL,336,210,30737,30737,30737,30737,30737,30737,30737,30737,30737,30737,30737,30737,1884,19610,47909,539823,500537,349,216,31590,31590,31590,31590,31590,31590,31590,31590,31590,31590,31590,31590,624,22438,85912,422899,397458,24279,24279,4897,77060,77060,77060,77060
229,228_BIOMD0000000185.xml.ssa,./models/sbml/test/all/228_BIOMD0000000185.xml.ssa.sbml,WithProbWEAK_UNTIL,361,189,26721,26721,26721,26721,26721,26721,26721,26721,26721,26721,26721,26721,2088,13390,47501,489980,440986,557,185,44256,44256,44256,44256,44256,44256,44256,44256,44256,44256,44256,44256,2742,38922,98807,236649,205333,26016,26016,13969,123016,123016,123016,123016
230,229_BIOMD0000000111.xml.ssa,./models/sbml/test/all/229_BIOMD0000000111.xml.ssa.sbml,WithProbWEAK_UNTIL,329,178,31277,31277,31277,31277,31277,31277,31277,31277,31277,31277,31277,31277,1899,17982,53973,297151,264671,273,87,26663,26663,26663,26663,26663,26663,26663,26663,26663,26663,26663,26663,1186,22188,24701,48508,41628,18286,18286,4825,23865,23865,23865,23865
231,231_BIOMD0000000195.xml.ssa,./models/sbml/test/all/231_BIOMD0000000195.xml.ssa.sbml,WithProbWEAK_UNTIL,451,192,24892,24892,24892,24892,24892,24892,24892,24892,24892,24892,24892,24892,961,10792,30366,197991,181081,280,134,29144,29144,29144,29144,29144,29144,29144,29144,29144,29144,29144,29144,384,20812,23591,66874,59659,11489,11489,4629,23344,23344,23344,23344
232,233_BIOMD0000000030.xml.ssa,./models/sbml/test/all/233_BIOMD0000000030.xml.ssa.sbml,WithProbWEAK_UNTIL,280,156,23593,23593,23593,23593,23593,23593,23593,23593,23593,23593,23593,23593,1243,26159,32240,387921,368805,284,141,33781,33781,33781,33781,33781,33781,33781,33781,33781,33781,33781,33781,445,58921,89171,361990,346507,12893,12893,5048,30301,30301,30301,30301
233,234_MODEL1011010000.xml.ssa,./models/sbml/test/all/234_MODEL1011010000.xml.ssa.sbml,WithProbWEAK_UNTIL,424,160,26403,26403,26403,26403,26403,26403,26403,26403,26403,26403,26403,26403,1075,27225,44192,606161,575210,256,157,32367,32367,32367,32367,32367,32367,32367,32367,32367,32367,32367,32367,490,84987,36815,609438,581605,13901,13901,5157,50073,50073,50073,50073
234,236_BIOMD0000000172.xml.ssa,./models/sbml/test/all/236_BIOMD0000000172.xml.ssa.sbml,WithProbWEAK_UNTIL,331,207,28573,28573,28573,28573,28573,28573,28573,28573,28573,28573,28573,28573,2066,26648,34809,690799,658380,287,183,32870,32870,32870,32870,32870,32870,32870,32870,32870,32870,32870,32870,1108,59988,31553,753018,713405,15758,15758,8982,71244,71244,71244,71244
235,237_BIOMD0000000176.xml.ssa,./models/sbml/test/all/237_BIOMD0000000176.xml.ssa.sbml,WithProbWEAK_UNTIL,426,142,31257,31257,31257,31257,31257,31257,31257,31257,31257,31257,31257,31257,1244,25646,33334,836579,803439,315,181,35428,35428,35428,35428,35428,35428,35428,35428,35428,35428,35428,35428,864,71362,31581,484125,464365,17393,17393,5537,49713,49713,49713,49713
236,238_MODEL2426780967.xml.ssa,./models/sbml/test/all/238_MODEL2426780967.xml.ssa.sbml,WithProbWEAK_UNTIL,387,211,30115,30115,30115,30115,30115,30115,30115,30115,30115,30115,30115,30115,1467,26731,32717,663382,631018,319,171,33722,33722,33722,33722,33722,33722,33722,33722,33722,33722,33722,33722,1630,77737,31843,445755,424561,13224,13224,4861,29278,29278,29278,29278
237,239_MODEL2427021978.xml.ssa,./models/sbml/test/all/239_MODEL2427021978.xml.ssa.sbml,WithProbWEAK_UNTIL,530,358,28240,28240,28240,28240,28240,28240,28240,28240,28240,28240,28240,28240,1344,25494,43791,669046,630851,300,135,29929,29929,29929,29929,29929,29929,29929,29929,29929,29929,29929,29929,843,71802,27447,430526,409782,16903,16903,5119,43969,43969,43969,43969
238,232_BIOMD0000000245.xml.ssa,./models/sbml/test/all/232_BIOMD0000000245.xml.ssa.sbml,WithProbWEAK_UNTIL,460,179,26876,26876,26876,26876,26876,26876,26876,26876,26876,26876,26876,26876,1345,14803,30960,946273,899475,334,167,34579,34579,34579,34579,34579,34579,34579,34579,34579,34579,34579,34579,1182,41933,37251,312967,296790,12633,12633,4748,26531,26531,26531,26531
239,235_BIOMD0000000180.xml.ssa,./models/sbml/test/all/235_BIOMD0000000180.xml.ssa.sbml,WithProbWEAK_UNTIL,290,176,26277,26277,26277,26277,26277,26277,26277,26277,26277,26277,26277,26277,923,11361,25410,231101,216001,273,120,24311,24311,24311,24311,24311,24311,24311,24311,24311,24311,24311,24311,470,20812,16924,46658,39954,12103,12103,3687,21420,21420,21420,21420
240,246_MODEL8236441887.xml.ssa,./models/sbml/test/all/246_MODEL8236441887.xml.ssa.sbml,WithProbWEAK_UNTIL,4582,180,28011,28011,28011,28011,28011,28011,28011,28011,28011,28011,28011,28011,1103,24527,42397,88924,62458,195,101,20805,20805,20805,20805,20805,20805,20805,20805,20805,20805,20805,20805,811,8059,13694,5960,5304,14129,14129,15265,21688,21688,21688,21688
241,240_BIOMD0000000355.xml.ssa,./models/sbml/test/all/240_BIOMD0000000355.xml.ssa.sbml,WithProbWEAK_UNTIL,254,136,25045,25045,25045,25045,25045,25045,25045,25045,25045,25045,25045,25045,1929,11888,25251,195914,180801,274,106,20500,20500,20500,20500,20500,20500,20500,20500,20500,20500,20500,20500,521,18953,15728,45265,38627,12637,12637,5816,23203,23203,23203,23203
242,241_BIOMD0000000188.xml.ssa,./models/sbml/test/all/241_BIOMD0000000188.xml.ssa.sbml,WithProbWEAK_UNTIL,270,147,27902,27902,27902,27902,27902,27902,27902,27902,27902,27902,27902,27902,1070,23938,29864,721350,675164,214,131,29682,29682,29682,29682,29682,29682,29682,29682,29682,29682,29682,29682,421,48192,33047,491016,468023,12216,12216,3098,35031,35031,35031,35031
243,243_BIOMD0000000009.xml.ssa,./models/sbml/test/all/243_BIOMD0000000009.xml.ssa.sbml,WithProbWEAK_UNTIL,303,104,18034,18034,18034,18034,18034,18034,18034,18034,18034,18034,18034,18034,872,21569,24654,789856,754979,192,105,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,335,47697,25113,336274,317496,15146,15146,3072,43318,43318,43318,43318
244,245_BIOMD0000000336.xml.ssa,./models/sbml/test/all/245_BIOMD0000000336.xml.ssa.sbml,WithProbWEAK_UNTIL,281,139,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,943,32924,35867,517307,490006,285,177,34711,34711,34711,34711,34711,34711,34711,34711,34711,34711,34711,34711,619,67114,30308,360521,344057,16199,16199,3194,33422,33422,33422,33422
245,244_BIOMD0000000110.xml.ssa,./models/sbml/test/all/244_BIOMD0000000110.xml.ssa.sbml,WithProbWEAK_UNTIL,407,144,28074,28074,28074,28074,28074,28074,28074,28074,28074,28074,28074,28074,1110,13601,29005,742751,686027,262,99,28028,28028,28028,28028,28028,28028,28028,28028,28028,28028,28028,28028,750,42777,23570,69635,60917,13954,13954,2998,25578,25578,25578,25578
246,242_BIOMD0000000228.xml.ssa,./models/sbml/test/all/242_BIOMD0000000228.xml.ssa.sbml,WithProbWEAK_UNTIL,268,154,26569,26569,26569,26569,26569,26569,26569,26569,26569,26569,26569,26569,1100,13873,48813,503080,466568,243,148,32313,32313,32313,32313,32313,32313,32313,32313,32313,32313,32313,32313,1132,44630,56925,120343,111245,12355,12355,3317,24676,24676,24676,24676
247,254_MODEL8236480549.xml.ssa,./models/sbml/test/all/254_MODEL8236480549.xml.ssa.sbml,WithProbWEAK_UNTIL,311,168,33096,33096,33096,33096,33096,33096,33096,33096,33096,33096,33096,33096,1089,17695,55772,110603,76205,209,99,24629,24629,24629,24629,24629,24629,24629,24629,24629,24629,24629,24629,495,8557,16913,6623,5740,19925,19925,3171,23946,23946,23946,23946
248,249_BIOMD0000000143.xml.ssa,./models/sbml/test/all/249_BIOMD0000000143.xml.ssa.sbml,WithProbWEAK_UNTIL,302,226,29155,29155,29155,29155,29155,29155,29155,29155,29155,29155,29155,29155,1447,38952,46753,1065228,1010309,264,144,30965,30965,30965,30965,30965,30965,30965,30965,30965,30965,30965,30965,441,79853,54973,478819,460042,13874,13874,3455,66010,66010,66010,66010
249,247_BIOMD0000000091.xml.ssa,./models/sbml/test/all/247_BIOMD0000000091.xml.ssa.sbml,WithProbWEAK_UNTIL,291,161,28731,28731,28731,28731,28731,28731,28731,28731,28731,28731,28731,28731,1119,174019,41947,833899,794588,175,89,30640,30640,30640,30640,30640,30640,30640,30640,30640,30640,30640,30640,557,79238,44608,770417,749442,6981,6981,2924,30215,30215,30215,30215
250,248_BIOMD0000000269.xml.ssa,./models/sbml/test/all/248_BIOMD0000000269.xml.ssa.sbml,WithProbWEAK_UNTIL,456,150,44883,44883,44883,44883,44883,44883,44883,44883,44883,44883,44883,44883,2021,24182,62351,427492,394649,234,126,19502,19502,19502,19502,19502,19502,19502,19502,19502,19502,19502,19502,892,16479,25045,230879,208920,15529,15529,3448,56403,56403,56403,56403
251,253_BIOMD0000000177.xml.ssa,./models/sbml/test/all/253_BIOMD0000000177.xml.ssa.sbml,WithProbWEAK_UNTIL,314,150,22729,22729,22729,22729,22729,22729,22729,22729,22729,22729,22729,22729,682,39275,41542,1503267,1420190,349,137,79876,79876,79876,79876,79876,79876,79876,79876,79876,79876,79876,79876,1141,124458,56691,881903,851261,18958,18958,4410,51799,51799,51799,51799
252,251_MODEL1012090002.xml.ssa,./models/sbml/test/all/251_MODEL1012090002.xml.ssa.sbml,WithProbWEAK_UNTIL,308,143,83872,83872,83872,83872,83872,83872,83872,83872,83872,83872,83872,83872,882,62704,41077,448888,427479,198,100,27975,27975,27975,27975,27975,27975,27975,27975,27975,27975,27975,27975,451,56815,43227,514752,492462,13528,13528,3810,43191,43191,43191,43191
253,256_BIOMD0000000090.xml.ssa,./models/sbml/test/all/256_BIOMD0000000090.xml.ssa.sbml,WithProbWEAK_UNTIL,292,137,36842,36842,36842,36842,36842,36842,36842,36842,36842,36842,36842,36842,1132,39876,125283,1162414,1115354,180,74,19059,19059,19059,19059,19059,19059,19059,19059,19059,19059,19059,19059,566,38424,20917,1055761,1014886,9772,9772,2779,28982,28982,28982,28982
254,250_BIOMD0000000021.xml.ssa,./models/sbml/test/all/250_BIOMD0000000021.xml.ssa.sbml,WithProbWEAK_UNTIL,247,143,26852,26852,26852,26852,26852,26852,26852,26852,26852,26852,26852,26852,1159,21882,26467,1561063,1478018,164,72,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,569,37916,26534,1017246,983008,9672,9672,3556,35042,35042,35042,35042
255,252_BIOMD0000000107.xml.ssa,./models/sbml/test/all/252_BIOMD0000000107.xml.ssa.sbml,WithProbWEAK_UNTIL,302,172,74807,74807,74807,74807,74807,74807,74807,74807,74807,74807,74807,74807,1618,15796,28659,702128,656069,272,115,30551,30551,30551,30551,30551,30551,30551,30551,30551,30551,30551,30551,538,37274,20873,331852,314016,15250,15250,3204,27491,27491,27491,27491
